video_name,scene_number,resolution,square_size,blocks_to_remove,alpha,neighbor_length,ref_stride,subvideo_length,bitrate,server_runtime,client_runtime,mse_ori_mean,psnr_ori_mean,ssim_ori_mean,vmaf_ori_mean,mse_inp_mean,psnr_inp_mean,ssim_inp_mean,vmaf_inp_mean
Tears_of_Steel_4k,3,960x540,20,10,0.5,2,10,48,1009000,3,58,9.1205,38.75783333333333,0.9568499999999998,82.97650848333332,24.380666666666666,34.42733333333333,0.9420000000000002,75.07852791666667
Tears_of_Steel_4k,3,960x540,20,10,0.5,10,2,12,1009000,3,50,9.1205,38.75783333333333,0.9568499999999998,82.97650848333332,24.355666666666668,34.44733333333333,0.9420666666666667,75.10197828333334
Tears_of_Steel_4k,3,960x540,20,10,0.5,10,2,48,1009000,2,60,9.1205,38.75783333333333,0.9568499999999998,82.97650848333332,24.246,34.45816666666666,0.9416833333333333,75.10212930000002
Tears_of_Steel_4k,3,960x540,20,10,0.5,10,10,12,1009000,2,48,9.1205,38.75783333333333,0.9568499999999998,82.97650848333332,24.3345,34.44766666666667,0.9421166666666668,75.09979360000001
Tears_of_Steel_4k,3,960x540,20,10,0.5,10,10,48,1009000,3,48,9.1205,38.75783333333333,0.9568499999999998,82.97650848333332,24.24233333333333,34.459833333333336,0.9420333333333333,75.10342128333332
Tears_of_Steel_4k,3,960x540,20,10,1.0,2,2,12,1009000,6,86,9.115666666666666,38.75416666666667,0.9569499999999997,83.04705198333333,24.278000000000002,34.44216666666667,0.9418,75.25061255
Tears_of_Steel_4k,3,960x540,20,10,1.0,2,2,48,1009000,2,138,9.115666666666666,38.75416666666667,0.9569499999999997,83.04705198333333,24.330499999999997,34.43366666666667,0.94165,75.251277
Tears_of_Steel_4k,3,960x540,20,10,1.0,2,10,12,1009000,2,54,9.115666666666666,38.75416666666667,0.9569499999999997,83.04705198333333,24.56366666666667,34.405,0.9421999999999999,75.24598841666666
Tears_of_Steel_4k,3,960x540,20,10,1.0,2,10,48,1009000,3,68,9.115666666666666,38.75416666666667,0.9569499999999997,83.04705198333333,24.4175,34.43066666666666,0.9420333333333333,75.25457724999998
Tears_of_Steel_4k,3,960x540,20,10,1.0,10,2,12,1009000,2,52,9.115666666666666,38.75416666666667,0.9569499999999997,83.04705198333333,24.267333333333337,34.45666666666666,0.9420833333333333,75.27478481666665
Tears_of_Steel_4k,3,960x540,20,10,1.0,10,2,48,1009000,2,65,9.115666666666666,38.75416666666667,0.9569499999999997,83.04705198333333,24.26083333333333,34.459500000000006,0.9418166666666665,75.26774131666666
Tears_of_Steel_4k,3,960x540,20,10,1.0,10,10,12,1009000,2,47,9.115666666666666,38.75416666666667,0.9569499999999997,83.04705198333333,24.274833333333333,34.45666666666666,0.9421333333333332,75.2740686
Tears_of_Steel_4k,3,960x540,20,10,1.0,10,10,48,1009000,3,49,9.115666666666666,38.75416666666667,0.9569499999999997,83.04705198333333,24.243999999999996,34.461499999999994,0.9421166666666667,75.27482833333336
Tears_of_Steel_4k,3,960x540,20,20,0.0,2,2,12,748000,7,83,11.254,37.85166666666666,0.9506166666666668,77.28343308333332,59.02599999999999,30.612166666666667,0.9172999999999999,62.942707933333324
Tears_of_Steel_4k,3,960x540,20,20,0.0,2,2,48,748000,2,142,11.254,37.85166666666666,0.9506166666666668,77.28343308333332,55.88733333333334,30.8285,0.9166,62.96951623333333
Tears_of_Steel_4k,3,960x540,20,20,0.0,2,10,12,748000,2,53,11.254,37.85166666666666,0.9506166666666668,77.28343308333332,66.63333333333333,30.1325,0.9180166666666666,62.79443521666666
Tears_of_Steel_4k,3,960x540,20,20,0.0,2,10,48,748000,2,64,11.254,37.85166666666666,0.9506166666666668,77.28343308333332,57.525000000000006,30.7335,0.9181333333333334,62.89340435
Tears_of_Steel_4k,3,960x540,20,20,0.0,10,2,12,748000,2,53,11.254,37.85166666666666,0.9506166666666668,77.28343308333332,56.7055,30.833166666666667,0.9189666666666665,62.978908200000006
Tears_of_Steel_4k,3,960x540,20,20,0.0,10,2,48,748000,2,67,11.254,37.85166666666666,0.9506166666666668,77.28343308333332,55.10183333333334,30.931666666666665,0.9180666666666666,63.00350116666666
Tears_of_Steel_4k,3,960x540,20,20,0.0,10,10,12,748000,2,45,11.254,37.85166666666666,0.9506166666666668,77.28343308333332,57.45649999999999,30.773,0.9189333333333335,62.96478225
Tears_of_Steel_4k,3,960x540,20,20,0.0,10,10,48,748000,2,34,11.254,37.85166666666666,0.9506166666666668,77.28343308333332,55.791000000000004,30.892999999999997,0.919,62.9945467
Tears_of_Steel_4k,3,960x540,20,20,0.5,2,2,12,748000,6,80,11.2795,37.839666666666666,0.9505833333333336,77.18119508333334,57.524833333333326,30.707833333333333,0.9196833333333334,64.50923453333333
Tears_of_Steel_4k,3,960x540,20,20,0.5,2,2,48,748000,2,151,11.2795,37.839666666666666,0.9505833333333336,77.18119508333334,54.69083333333333,30.94683333333334,0.9188833333333333,64.51439378333333
Tears_of_Steel_4k,3,960x540,20,20,0.5,2,10,12,748000,2,59,11.2795,37.839666666666666,0.9505833333333336,77.18119508333334,61.40216666666667,30.424,0.9210333333333334,64.39672758333333
Tears_of_Steel_4k,3,960x540,20,20,0.5,2,10,48,748000,2,66,11.2795,37.839666666666666,0.9505833333333336,77.18119508333334,55.10133333333333,30.903833333333335,0.9209333333333335,64.47783935
Tears_of_Steel_4k,3,960x540,20,20,0.5,10,2,12,748000,2,50,11.2795,37.839666666666666,0.9505833333333336,77.18119508333334,53.919833333333344,31.066333333333333,0.9219166666666667,64.5337957
Tears_of_Steel_4k,3,960x540,20,20,0.5,10,2,48,748000,3,67,11.2795,37.839666666666666,0.9505833333333336,77.18119508333334,52.81499999999999,31.139499999999998,0.9208500000000001,64.5400294
Tears_of_Steel_4k,3,960x540,20,20,0.5,10,10,12,748000,2,53,11.2795,37.839666666666666,0.9505833333333336,77.18119508333334,54.23833333333334,31.019499999999994,0.9220166666666666,64.52276266666667
Tears_of_Steel_4k,3,960x540,20,20,0.5,10,10,48,748000,2,52,11.2795,37.839666666666666,0.9505833333333336,77.18119508333334,52.823166666666665,31.132833333333334,0.9219000000000002,64.54799051666667
